"3134HAHW6(Opens a new window)","08/30/2024","$10,000,000.00","2/.5","4","08/28/2026","MTN","Bermudan","USD","PIPER SANDLER & CO. RAYMOND JAMES STIFEL, NICOLAUS, & CO. INC"
"3134HAHW6(Opens a new window)","08/30/2024","$45,000,000.00","2/.5","4","08/28/2026","MTN","Bermudan","USD","PIPER SANDLER & CO. RAYMOND JAMES STIFEL, NICOLAUS, & CO. INC"
"3134HAHU0(Opens a new window)","08/30/2024","$5,000,000.00","3/.5","4","08/27/2027","MTN","Bermudan","USD","MULTI-BANK SECURITIES"
"3134HAHT3(Opens a new window)","08/30/2024","$10,000,000.00","5/.5","4","08/28/2029","MTN","Bermudan","USD","MULTI-BANK SECURITIES"
"3134HAHM8(Opens a new window)","08/30/2024","$25,000,000.00","2/.25","5.35","08/13/2026","MTN","Bermudan","USD","BOK FINANCIAL SECURITIES, INC."
"3134HAJC8(Opens a new window)","09/03/2024","$10,000,000.00","3/.25","4","09/03/2027","MTN","Bermudan","USD","LOOP CAPITAL MARKETS LLC"
"3134HAJE4(Opens a new window)","09/03/2024","$535,000,000.00","5/.75","4.9","08/27/2029","GLOBAL MTN","Bermudan","USD","CITIGROUP GLOBAL MARKET INC."
"3134HAHC0(Opens a new window)","09/04/2024","$10,000,000.00","5/1","4.125","09/04/2029","MTN","Bermudan","USD","SIEBERT WILLIAMS SHANK & CO, LLC"
"3134HAHX4(Opens a new window)","09/04/2024","$10,000,000.00","5/1","4","09/04/2029","MTN","Bermudan","USD","FIFTH THIRD SECURITIES, INC."
"3134HAJB0(Opens a new window)","09/04/2024","$10,000,000.00","5/1","4","09/04/2029","MTN","Bermudan","USD","FIFTH THIRD SECURITIES, INC."
"3134HAJM6(Opens a new window)","09/05/2024","$3,000,000,000.00","1.5 YR","0","03/05/2026","GLOBAL MTN","N/A","USD","CITIGROUP GLOBAL MARKET INC. LOOP CAPITAL MARKETS LLC SIEBERT WILLIAMS SHANK & CO, LLC WELLS FARGO SECURITIES LLC"
"3134HAJN4(Opens a new window)","09/05/2024","$3,000,000,000.00","2 YR","0","09/04/2026","GLOBAL MTN","N/A","USD","CITIGROUP GLOBAL MARKET INC. LOOP CAPITAL MARKETS LLC SIEBERT WILLIAMS SHANK & CO, LLC WELLS FARGO SECURITIES LLC"
"3134HAJP9(Opens a new window)","09/05/2024","$20,000,000.00","2/.5","4.1","09/04/2026","MTN","Bermudan","USD","MULTI-BANK SECURITIES"
"3134HAJF1(Opens a new window)","09/06/2024","$5,000,000.00","5/.5","4","09/06/2029","MTN","Bermudan","USD","MULTI-BANK SECURITIES"
"3134HAJF1(Opens a new window)","09/06/2024","$10,000,000.00","5/.5","4","09/06/2029","MTN","Bermudan","USD","MULTI-BANK SECURITIES"
"3134HAJF1(Opens a new window)","09/06/2024","$10,000,000.00","5/.5","4","09/06/2029","MTN","Bermudan","USD","MULTI-BANK SECURITIES"
"3134HAJG9(Opens a new window)","09/06/2024","$100,000,000.00","3.5/.25","5.08","03/06/2028","MTN","Bermudan","USD","WELLS FARGO SECURITIES LLC"
