5407|140014140|M
5407|140008447|M
5407|140024370|M
5407|140012850|M
5407|140008034|M
5407|140001239|M
5407|139990854|M
5407|139994059|M
5407|140003893|M
5407|140002358|M
5407|140004981|M
5407|139998395|M
5407|139991028|M
5407|140004451|M
5407|139996878|M
5407|140028741|M
5407|139977238|M
5407|139980127|M
5407|140006150|M
5407|139979970|M
5407|139976470|M
5407|140030675|M
5407|139982110|M
5407|139999860|M
5407|139984421|M
5407|139984790|M
5407|139976701|M
5407|140012431|M
5407|140004117|M
5407|140014700|M
5407|139999986|M
5407|140005087|M
5407|140019373|M
5407|140034277|M
5407|140032003|M
5407|140031474|M
5407|140008155|M
5407|140032858|S
5407|140038404|M
5407|140011817|M
5407|140022058|M
5407|140018919|S
5407|140026599|M
5407|140017847|M
5407|140011998|M
5407|140011854|M
5407|139991232|S
5407|140001310|M
5407|139991982|M
5407|139999238|M
5407|140000423|M
5407|139977710|M
5407|139982619|M
5407|139988348|M
5407|139986480|M
5407|140030092|M
5407|140027430|M
5407|140030243|M
5407|139976216|M
5407|140028959|M
5407|139976640|M
5407|139982275|M
5407|139979798|M
5407|139981201|S
5407|139982974|M
5407|139980430|M
5407|140002131|M
5407|140035457|M
5407|140032752|M
5407|140034303|M
5407|140036422|M
5407|140006093|M
5407|140038288|M
5407|140038361|M
5407|140036165|M
5407|140032376|M
5407|140028992|M
5407|140010617|M
5407|140011922|M
5407|140014823|M
5407|140017792|M
5407|140009686|M
5407|140010205|M
5407|139992832|M
5407|139997922|M
5407|140005744|M
5407|139991096|M
5407|139999356|M
5407|140005493|M
5407|139977034|M
5407|140038475|M
5407|140028301|M
5407|139978371|M
5407|140030999|S
5407|139983782|M
5407|139982059|M
5407|139987002|M
5407|139978475|M
5407|139974023|M
5407|139980720|M
5407|139974851|M
5407|139980685|M
5407|139982461|M
5407|140013422|M
5407|140010002|M
5407|140014685|M
5407|139990604|M
5407|140015911|M
5407|140020407|M
5407|139994611|M
5407|140032482|M
5407|140036886|M
5407|140038161|M
5407|140035738|M
5407|140032019|M
5407|140007075|M
5407|140007332|M
5407|140023630|M
5407|140008561|M
5407|140020632|M
5407|140026811|M
5407|140009422|M
5407|140020667|M
5407|140011807|M
5407|140019680|M
5407|140003523|M
5407|140003772|M
5407|139995180|M
5407|139994999|M
5407|139992202|M
5407|139999222|M
5407|139993223|M
5407|140002729|M
5407|140001456|M
5407|139998515|M
5407|139993151|M
5407|140000348|M
5407|139989206|M
5407|139979177|M
5407|140027180|M
5407|140033111|M
5407|139984391|M
5407|139987581|M
5407|139988438|M
5407|140027206|M
5407|140023813|M
5407|140021586|M
5407|139998666|M
5407|139996798|M
5407|140023933|M
5407|140003018|M
5407|140035480|M
5407|140007782|M
5407|140035462|M
5407|140031088|M
5407|140035235|M
5407|140038510|M
5407|140021879|M
5407|140018399|M
5407|140018891|M
5407|140011499|M
5407|140018916|M
5407|140014892|M
5407|140020982|M
5407|140000727|M
5407|139994433|M
5407|140003898|M
5407|139991776|M
5407|139990818|M
5407|140016786|M
5407|139985467|M
5407|140007342|M
5407|140036644|M
5407|140007927|M
5407|139979924|M
5407|140030899|M
5407|140006165|M
5407|139978517|M
5407|140020440|M
5407|139978816|M
5407|139984426|M
5407|139978891|S
5407|139974022|M
5407|140029952|M
5407|139979753|M
5407|139996857|M
5407|140011236|M
5407|140003138|M
5407|140007977|M
5407|140032520|M
5407|140031800|M
5407|140007101|M
5407|140028638|M
5407|140035858|M
5407|140037618|M
5407|140037519|M
5407|140033179|M
5407|140006870|M
5407|140033922|M
5407|140024136|M
5407|140009073|M
5407|140014429|M
5407|140011422|M
5407|140015364|M
5407|140018640|M
5407|140025314|M
5407|140020063|M
5407|140022287|M
5407|140019412|M
5407|139990241|M
5407|139992376|M
5407|139996900|M
5407|139998460|S
5407|139996178|M
5407|140006163|M
5407|139992429|M
5407|140004845|M
5407|139995540|M
5407|140005843|M
5407|140033698|M
5407|139974231|M
5407|139979167|M
5407|139977291|M
5407|139981455|M
5407|139974038|M
5407|139987627|M
5407|140029945|M
5407|139981382|M
5407|139984954|M
5407|139997864|M
5407|140003029|M
5407|140032452|M
5407|140000982|M
5407|140005234|M
5407|140014730|M
5407|140033162|M
5407|140032560|M
5407|140032692|M
5407|140032854|M
5407|140027711|M
5407|140037452|M
5407|140032587|M
5407|140035643|S
5407|140026785|M
5407|140013195|M
5407|140025507|M
5407|140012529|M
5407|140017474|M
5407|140014341|M
5407|140013080|M
5407|140005629|M
5407|139995119|M
5407|140002270|M
5407|139990800|M
5407|140001746|M
5407|139993383|M
5407|139976099|M
5407|140028458|M
5407|139985528|M
5407|140030892|M
5407|139982774|M
5407|139976094|M
5407|139977802|M
5407|139984158|M
5407|139974007|M
5407|140016997|M
5407|140003300|M
5407|140020591|M
5407|140023917|M
5407|140026143|M
5407|140035521|M
5407|140038082|M
5407|140031447|M
5407|140007866|M
5407|140037791|M
5407|140031523|M
5407|140019057|M
5407|140018536|M
5407|140022426|M
5407|140018221|M
5407|140009556|M
5407|140016156|M
5407|140013197|M
5407|140020950|M
5407|140023303|M
5407|140024197|M
5407|140024192|M
5407|140025691|S
5407|139991395|M
5407|140001238|M
5407|140002771|M
5407|139998571|S
5407|139991263|M
5407|139996536|M
5407|139993968|M
5407|139989167|M
5407|140002242|M
5407|139991802|M
5407|139974192|M
5407|139988340|M
5407|139979061|M
5407|140035080|M
5407|140015672|M
5407|139991460|M
5407|140030919|M
5407|139975478|M
5407|139979736|M
5407|139986112|M
5407|139977833|M
5407|139982576|M
5407|140018094|M
5407|140021704|M
5407|140036099|M
5407|140013414|M
5407|140002174|M
5407|140012259|M
5407|140009914|M
5407|139991743|M
5407|140035688|M
5407|140036835|M
5407|140035490|M
5407|140029591|M
5407|140006056|M
5407|140036796|M
5407|140038416|M
5407|140038356|S
5407|140033580|M
5407|140016585|M
5407|140020743|M
5407|140024549|M
5407|140013002|M
5407|140024293|M
5407|140023673|M
5407|140009470|M
5407|140010873|M
5407|140011613|M
5407|140021227|S
5407|140009023|M
5407|140017106|M
5407|140017757|M
5407|140002338|M
5407|140000256|M
5407|139998321|M
5407|139990069|M
5407|139988979|M
5407|140000184|M
5407|140004699|M
5407|139990134|M
5407|139991017|M
5407|139999394|M
5407|139996879|M
5407|139991324|M
5407|140001706|M
5407|140019112|M
5407|140006749|M
5407|139977258|M
5407|140006495|M
5407|139984936|M
5407|140001834|M
5407|140028087|M
5407|139981336|M
5407|139975869|M
5407|140037947|M
5407|140018144|M
5407|140031599|S
5407|140031793|M
5407|140036426|M
5407|140005891|S
5407|140031827|M
5407|140033757|M
5407|140036411|M
5407|140007821|M
5407|140033811|M
5407|140036857|M
5407|140038132|M
5407|140036387|M
5407|140014160|M
5407|140025873|M
5407|140009014|M
5407|140014087|M
5407|140023273|M
5407|139999040|M
5407|139998479|M
5407|140028830|M
5407|139975222|M
5407|139978113|M
5407|140008577|M
5407|139976252|M
5407|139982006|M
5407|139982878|M
5407|139979440|M
5407|139978863|M
5407|139985069|S
5407|139982178|M
5407|139980286|M
5407|139985111|M
5407|139979838|M
5407|139982258|M
5407|139983394|M
5407|139975642|M
5407|139981689|M
5407|139978861|M
5407|139976032|M
5407|140002159|M
5407|139999819|M
5407|140000897|S
5407|140034050|M
5407|140011259|M
5407|140014613|M
5407|140029739|M
5407|140034406|M
5407|140038051|M
5407|140027481|M
5407|140018790|M
5407|140010920|M
5407|140020229|M
5407|140014874|M
5407|140018701|M
5407|140008932|M
5407|140026805|M
5407|140000538|M
5407|140020910|M
5407|140003579|M
5407|140005704|M
5407|140002421|M
5407|140000623|M
5407|139994065|M
5407|139997371|M
5407|139999129|M
5407|140003489|M
5407|139995842|M
5407|139994456|M
5407|139976158|M
5407|140019089|M
5407|139977696|M
5407|139975199|M
5407|140021451|M
5407|139981473|M
5407|139979756|M
5407|139975813|M
5407|139988714|M
5407|139983211|M
5407|139982550|M
5407|139988619|M
5407|139985233|M
5407|140019202|M
5407|140032431|M
5407|139995685|M
5407|140038235|S
5407|140007049|M
5407|140032964|M
5407|140036323|M
5407|140038249|M
5407|140031064|M
5407|140025827|M
5407|140025694|M
5407|140014491|M
5407|140009253|M
5407|140011810|M
5407|140025425|M
5407|140024721|M
5407|140024386|M
5407|140027004|M
5407|139997030|S
5407|139995931|M
5407|140000445|M
5407|139991275|M
5407|139981083|M
5407|140029063|M
5407|139984703|S
5407|140030265|M
5407|140029189|M
5407|139977501|M
5407|139988622|M
5407|139977971|M
5407|139983382|M
5407|139982486|M
5407|139987677|M
5407|139979361|M
5407|139987849|S
5407|139988586|M
5407|139975967|M
5407|140019250|M
5407|140008800|M
5407|140020363|M
5407|140036973|M
5407|140034855|M
5407|140031278|M
5407|140029225|M
5407|140035718|M
5407|140032198|M
5407|140031965|M
5407|140034234|M
5407|140025817|M
5407|140010269|M
5407|140019698|M
5407|140025484|M
5407|140015618|M
5407|140022444|M
5407|140019979|M
5407|140015408|M
5407|140015005|M
5407|140019696|M
5407|140022904|M
5407|140022991|M
5407|139993105|M
5407|139998435|M
5407|140004457|M
5407|139993021|M
5407|139990754|M
5407|139989972|M
5407|140000351|M
5407|139998148|M
5407|140034603|M
5407|140037994|M
5407|139979217|M
5407|140034023|M
5407|139978296|M
5407|139979213|M
5407|139978012|M
5407|140029037|M
5407|139987399|M
5407|139976634|M
5407|139981586|M
5407|139976812|M
5407|139975924|M
5407|139975733|M
5407|139985700|M
5407|140027210|M
5407|139983064|M
5407|139986683|M
5407|139987891|M
5407|139980641|M
5407|140014670|S
5407|140004342|M
5407|140034065|M
5407|139993608|M
5407|140004252|M
5407|140011210|M
5407|140007294|M
5407|140032486|S
5407|140033001|S
5407|140038120|M
5407|140034704|M
5407|140031795|M
5407|140033213|M
5407|140021300|M
5407|140010170|M
5407|140023176|M
5407|140013355|M
5407|140009497|M
5407|140016118|M
5407|140012578|M
5407|140026509|M
5407|140016632|S
5407|140014444|M
5407|140021906|M
5407|140009430|M
5407|140021138|M
